Product;;;;;;;;;ProductTranslation;;;;;ProductParameter;;ProductCategory;;ProductAccessory
CompanyId;CurrencyId;ManufacturerId;UserId;ListPriceGross;ListPriceNet;Name;PartNumber;;DescriptionEN;DescriptionPL;TnameEN;TnamePL;;ProductParameter;;ProductCategory;;ProductAccessory
1;3;2094;1;377,487;306,9;REW TSPP NBU VAULT ADD DR 7.1XPLAT PARTNER ESS12M E;BA4KXZZ0-EP1RE;;REW TSPP NBU VAULT ADD DR 7.1XPLAT PARTNER ESS12M E;REW TSPP NBU VAULT ADD DR 7.1XPLAT PARTNER ESS12M E;REW TSPP NBU VAULT ADD DR 7.1XPLAT PARTNER ESS12M E;REW TSPP NBU VAULT ADD DR 7.1XPLAT PARTNER ESS12M E;;;;79;;
1;3;2094;1;267,7341;217,67;QTY 6 OF SKU#3140074 BUNDLE KIT;BD-21215571-BJ;;QTY 6 OF SKU#3140074 BUNDLE KIT;QTY 6 OF SKU#3140074 BUNDLE KIT;QTY 6 OF SKU#3140074 BUNDLE KIT;QTY 6 OF SKU#3140074 BUNDLE KIT;;;;79;;
1;3;2094;1;44,6121;36,27;QTY 1 OF SKU#3140074 BUNDLE KIT;BD-21215571-BJ-E;;QTY 1 OF SKU#3140074 BUNDLE KIT;QTY 1 OF SKU#3140074 BUNDLE KIT;QTY 1 OF SKU#3140074 BUNDLE KIT;QTY 1 OF SKU#3140074 BUNDLE KIT;;;;79;;
1;3;2094;1;431,2626;350,62;QTY 6 OF SKU#3140077 BUNDLE KIT;BD-21215572-BJ;;QTY 6 OF SKU#3140077 BUNDLE KIT;QTY 6 OF SKU#3140077 BUNDLE KIT;QTY 6 OF SKU#3140077 BUNDLE KIT;QTY 6 OF SKU#3140077 BUNDLE KIT;;;;79;;
1;3;2094;1;71,8812;58,44;QTY 1 OF SKU#3140077 BUNDLE KIT FOR SOFTWARE/INTERNET APPLICATION/INTERNET SECURITY;BD-21215572-BJ-E;;QTY 1 OF SKU#3140077 BUNDLE KIT FOR SOFTWARE/INTERNET APPLICATION/INTERNET SECURITY;QTY 1 OF SKU#3140077 BUNDLE KIT FOR SOFTWARE/INTERNET APPLICATION/INTERNET SECURITY;QTY 1 OF SKU#3140077 BUNDLE KIT FOR SOFTWARE/INTERNET APPLICATION/INTERNET SECURITY;QTY 1 OF SKU#3140077 BUNDLE KIT FOR SOFTWARE/INTERNET APPLICATION/INTERNET SECURITY;;;;79;;
1;3;2094;1;545,3697;443,39;QTY 6 OF SKU#3140072 BUNDLE KIT;BD-21218672-BJ;;QTY 6 OF SKU#3140072 BUNDLE KIT;QTY 6 OF SKU#3140072 BUNDLE KIT;QTY 6 OF SKU#3140072 BUNDLE KIT;QTY 6 OF SKU#3140072 BUNDLE KIT;;;;79;;
1;3;2094;1;90,897;73,9;QTY 1 OF SKU#3140072 BUNDLE KIT;BD-21218672-BJ-E;;QTY 1 OF SKU#3140072 BUNDLE KIT;QTY 1 OF SKU#3140072 BUNDLE KIT;QTY 1 OF SKU#3140072 BUNDLE KIT;QTY 1 OF SKU#3140072 BUNDLE KIT;;;;79;;
1;3;2094;1;2,1156;1,72;QTY 6 OF SKU#3165022 BUNDLE KIT;BD-21218741-BJ;;QTY 6 OF SKU#3165022 BUNDLE KIT;QTY 6 OF SKU#3165022 BUNDLE KIT;QTY 6 OF SKU#3165022 BUNDLE KIT;QTY 6 OF SKU#3165022 BUNDLE KIT;;;;79;;
1;3;2094;1;0,369;0,3;QTY 1 OF SKU#3165022 BUNDLE KIT;BD-21218741-BJ-E;;QTY 1 OF SKU#3165022 BUNDLE KIT;QTY 1 OF SKU#3165022 BUNDLE KIT;QTY 1 OF SKU#3165022 BUNDLE KIT;QTY 1 OF SKU#3165022 BUNDLE KIT;;;;79;;
1;3;2094;1;#ARG!;E-mail;ENT VAULT E-DISCY LOTUS DNMO10WIN LIC XSP ESS+36M;BEUMWZF0-EI3X0;;ENT VAULT E-DISCY LOTUS DNMO10WIN LIC XSP ESS+36M;ENT VAULT E-DISCY LOTUS DNMO10WIN LIC XSP ESS+36M;ENT VAULT E-DISCY LOTUS DNMO10WIN LIC XSP ESS+36M;ENT VAULT E-DISCY LOTUS DNMO10WIN LIC XSP ESS+36M;;;;79;;
1;3;2094;1;30,6024;24,88;AE EV E-DISCY ED LTS DMNO 10.0 WIN LIC S;BEUMWZF0-ZZZAS;;AE EV E-DISCY ED LTS DMNO 10.0 WIN LIC S;AE EV E-DISCY ED LTS DMNO 10.0 WIN LIC S;AE EV E-DISCY ED LTS DMNO 10.0 WIN LIC S;AE EV E-DISCY ED LTS DMNO 10.0 WIN LIC S;;;;79;;
